make,model,mileage,price,registration,fuel,country,brand,page
bmw,x2,36652,24520,12-2021,b,d,bmw,26
bmw,640,169985,20990,03-2013,d,d,bmw,26
bmw,118,23000,24900,10-2023,b,i,bmw,26
bmw,x2,17398,32800,09-2024,d,d,bmw,26
bmw,x1,236000,8450,05-2014,d,b,bmw,26
bmw,530,99977,25990,06-2018,2,b,bmw,26
bmw,x2,54650,18490,04-2019,b,b,bmw,26
bmw,118,140000,6990,11-2008,b,d,bmw,26
bmw,320,200000,9200,06-2013,d,i,bmw,26
bmw,318,90000,18450,07-2019,d,i,bmw,26
bmw,x1,144520,8950,01-2013,d,d,bmw,27
bmw,520,74490,23760,10-2019,d,d,bmw,27
bmw,116,87000,18999,09-2021,d,b,bmw,27
bmw,x3,163000,24699,08-2019,d,d,bmw,27
bmw,x5,192000,21990,06-2014,d,d,bmw,27
bmw,x1,53897,22895,11-2021,b,b,bmw,27
bmw,x1,20000,39900,04-2025,d,i,bmw,27
bmw,116,173823,10500,03-2015,d,a,bmw,27
bmw,220,98589,18950,04-2016,d,b,bmw,27
bmw,525,178724,16900,10-2013,d,d,bmw,27
bmw,430,172000,22899,08-2019,d,d,bmw,27
bmw,525,166140,14990,09-2014,d,i,bmw,27
bmw,m8,26000,119900,07-2020,b,a,bmw,27
bmw,x4,156000,17000,01-2015,d,b,bmw,27
bmw,120,108000,22500,10-2021,b,b,bmw,27
bmw,m4,58560,49490,02-2018,b,b,bmw,27
bmw,118,137385,14950,08-2018,b,nl,bmw,27
bmw,x6 m,12720,131910,08-2024,b,d,bmw,27
bmw,116,66272,16990,10-2020,d,i,bmw,27
bmw,523,138593,12000,04-2011,b,d,bmw,27
bmw,525,232000,8189,03-2013,d,d,bmw,28
bmw,530,235365,21500,04-2017,d,d,bmw,28
bmw,x3,75186,26599,12-2019,b,b,bmw,28
bmw,530,70000,37990,05-2021,d,d,bmw,28
bmw,218,129000,9900,05-2018,b,d,bmw,28
bmw,x2,19148,38995,03-2024,b,b,bmw,28
bmw,x3,50000,37499,08-2021,2,b,bmw,28
bmw,325,196450,10770,10-1993,b,d,bmw,28
bmw,118,85118,14999,09-2019,d,b,bmw,28
bmw,x2,19300,30880,06-2023,b,d,bmw,28
bmw,218,35600,24999,05-2024,b,d,bmw,28
bmw,i4,9287,51950,11-2023,e,b,bmw,28
bmw,740,66000,37950,01-2018,2,b,bmw,28
bmw,x3,79688,28750,09-2021,d,d,bmw,28
bmw,635,170411,69950,02-1988,b,nl,bmw,28
bmw,520,117988,29590,07-2022,d,d,bmw,28
bmw,x1,192319,14700,05-2017,d,i,bmw,28
bmw,418,92096,25900,12-2021,b,b,bmw,28
bmw,m2,93951,43750,10-2020,b,b,bmw,28
bmw,x3,43601,31900,03-2021,d,b,bmw,28
bmw,x3,309000,7900,05-2012,d,a,bmw,29
bmw,x3,31000,43890,04-2023,3,i,bmw,29
bmw,x5,179500,42995,04-2020,d,b,bmw,29
bmw,318,229959,10490,04-2015,d,a,bmw,29
bmw,630,58000,35650,04-2021,b,b,bmw,29
bmw,116,87185,13950,09-2019,b,b,bmw,29
bmw,330,63624,26900,07-2017,b,d,bmw,29
bmw,x2,43885,22999,09-2022,2,d,bmw,29
bmw,x1,62242,23890,05-2021,b,b,bmw,29
bmw,330,60748,21499,03-2018,b,b,bmw,29
bmw,m4,74788,47900,07-2018,b,d,bmw,29
bmw,x4,149000,23490,03-2018,d,d,bmw,29
bmw,218,12510,20999,06-2017,b,d,bmw,29
bmw,m2,0,78480,new,b,d,bmw,29
bmw,116,unknown,29090,new,b,b,bmw,29
bmw,320,150000,19900,03-2021,3,i,bmw,29
bmw,420,80400,27980,03-2021,b,d,bmw,29
bmw,330,87000,29900,03-2020,d,d,bmw,29
bmw,x3,27134,35000,12-2022,2,i,bmw,29
bmw,120,140123,18380,06-2019,b,d,bmw,29
bmw,x4,215000,15900,05-2015,d,i,bmw,30
bmw,x3,129000,26980,04-2021,d,d,bmw,30
bmw,340,63500,48999,01-2021,b,b,bmw,30
bmw,225,98436,14990,08-2016,2,b,bmw,30
bmw,530,84830,23970,05-2021,2,d,bmw,30
bmw,318,63490,19380,08-2018,b,d,bmw,30
bmw,128,50800,32950,09-2023,b,b,bmw,30
bmw,640,100926,29950,02-2012,b,nl,bmw,30
bmw,220,98879,15950,08-2015,b,d,bmw,30
bmw,418,75065,18549,09-2018,b,nl,bmw,30
bmw,320,50600,32400,11-2021,d,d,bmw,30
bmw,m2,6000,76499,03-2025,b,b,bmw,30
bmw,x4,19742,48950,04-2025,b,d,bmw,30
bmw,x3,63227,26500,06-2021,2,i,bmw,30
bmw,x1,113000,19790,03-2018,d,d,bmw,30
bmw,518,144800,15500,06-2014,d,b,bmw,30
bmw,m2,18000,61000,01-2024,b,b,bmw,30
bmw,420,87327,33990,08-2021,d,b,bmw,30
bmw,ix2,39953,36900,04-2024,e,b,bmw,30
bmw,118,1,36499,11-2025,d,i,bmw,30
bmw,x1,192483,5999,04-2011,d,d,bmw,31
bmw,114,68701,11199,02-2015,b,b,bmw,31
bmw,x2,55962,25580,01-2022,b,d,bmw,31
bmw,520,25150,51990,02-2025,b,b,bmw,31
bmw,x3,93930,14950,12-2011,d,d,bmw,31
bmw,118,128000,8999,12-2009,b,d,bmw,31
bmw,x3,102345,24600,02-2019,b,d,bmw,31
bmw,216,74000,13700,05-2019,b,i,bmw,31
bmw,330,254542,10000,06-2013,d,d,bmw,31
bmw,330,71988,30990,01-2021,2,b,bmw,31
bmw,x1,98000,19900,01-2017,d,i,bmw,31
bmw,x1,43196,28490,06-2023,b,b,bmw,31
bmw,x1,42524,25912,06-2022,2,d,bmw,31
bmw,x1,114239,14890,10-2017,b,d,bmw,31
bmw,116,104564,10399,05-2015,b,b,bmw,31
bmw,x3,38000,38900,06-2022,2,i,bmw,31
bmw,x2,65981,25500,02-2019,d,i,bmw,31
bmw,x5,98000,41999,10-2021,d,i,bmw,31
bmw,220,161837,15990,09-2017,d,d,bmw,31
bmw,520,8274,47490,04-2025,b,d,bmw,31
bmw,320,297450,5800,03-2011,d,d,bmw,32
bmw,318,74000,26490,09-2019,d,b,bmw,32
bmw,x1,9874,39995,06-2025,b,b,bmw,32
bmw,325,86437,14950,04-2011,d,d,bmw,32
bmw,x6,125000,33500,03-2018,d,b,bmw,32
bmw,316,170343,12750,12-2014,b,nl,bmw,32
bmw,520,125000,24490,03-2021,3,i,bmw,32
bmw,x4 m,162094,28350,11-2018,d,d,bmw,32
bmw,530,87920,35990,03-2020,d,d,bmw,32
bmw,318,86600,22790,05-2021,d,b,bmw,32
bmw,216,52136,16500,08-2020,d,i,bmw,32
bmw,330,29450,35749,02-2022,2,d,bmw,32
bmw,x3,66568,25812,04-2019,b,d,bmw,32
bmw,116,129951,16490,10-2021,d,b,bmw,32
bmw,230,0,49490,new,b,d,bmw,32
bmw,316,71000,13250,09-2014,b,b,bmw,32
bmw,x1,44508,28999,12-2022,b,b,bmw,32
bmw,318,57500,27990,12-2023,d,d,bmw,32
bmw,i4,32776,38270,03-2024,e,d,bmw,32
bmw,ix1,17250,35499,11-2023,e,d,bmw,32
bmw,x5,255417,10700,12-2011,d,d,bmw,33
bmw,330,5509,49800,09-2024,2,nl,bmw,33
bmw,420,105000,23600,10-2019,d,i,bmw,33
bmw,520,82477,27900,02-2020,d,b,bmw,33
bmw,x1,36867,25490,02-2019,b,d,bmw,33
bmw,535,226958,13499,09-2011,b,nl,bmw,33
bmw,ix,75549,36690,05-2022,e,d,bmw,33
bmw,x1,75000,20200,07-2020,d,i,bmw,33
bmw,x5,302000,31950,01-2021,2,b,bmw,33
bmw,x1,81079,24945,11-2021,2,nl,bmw,33
bmw,x1,220000,12499,02-2019,d,i,bmw,33
bmw,x6 m,130700,47750,02-2020,b,b,bmw,33
bmw,x1,85212,22949,09-2019,b,nl,bmw,33
bmw,530,175200,22950,01-2022,d,d,bmw,33
bmw,120,159788,16900,04-2016,b,nl,bmw,33
bmw,x5,271000,4999,06-2001,b,d,bmw,33
bmw,420,18000,37990,03-2023,b,d,bmw,33
bmw,218,49800,24990,03-2024,b,d,bmw,33
bmw,m8,37376,89950,05-2023,b,b,bmw,33
bmw,x1,70149,22990,03-2022,2,d,bmw,33
bmw,320,314000,6767,03-2015,d,d,bmw,34
bmw,530,75200,33690,06-2022,2,d,bmw,34
bmw,520,347000,6250,08-2011,d,b,bmw,34
bmw,218,153716,15650,03-2016,d,d,bmw,34
bmw,i3,167023,9995,01-2015,2,nl,bmw,34
bmw,220,20134,35990,04-2025,b,b,bmw,34
bmw,x2,68955,19990,05-2020,b,d,bmw,34
bmw,320,143000,19900,01-2019,d,i,bmw,34
bmw,i7,65294,84995,08-2023,e,b,bmw,34
bmw,218,169547,9500,07-2015,b,i,bmw,34
bmw,x3,115372,27990,06-2019,d,d,bmw,34
bmw,520,155390,16900,10-2014,b,d,bmw,34
bmw,320,95720,33500,01-2022,b,nl,bmw,34
bmw,x1,134900,18490,04-2019,d,d,bmw,34
bmw,x1,39033,21590,05-2018,d,d,bmw,34
bmw,x1,5583,42990,04-2025,b,b,bmw,34
bmw,316,207686,11995,01-2018,d,b,bmw,34
bmw,320,13301,35890,06-2024,d,d,bmw,34
bmw,ix,25109,43886,11-2023,e,d,bmw,34
bmw,520,72450,24244,12-2019,b,d,bmw,34
bmw,530,155000,20690,08-2015,d,d,bmw,35
bmw,x1,118000,8900,02-2014,d,i,bmw,35
bmw,m5,3990,148900,06-2025,2,b,bmw,35
bmw,x5,277750,16900,08-2014,d,b,bmw,35
bmw,330,25000,41999,01-2024,b,b,bmw,35
bmw,x1,93500,17600,12-2017,b,d,bmw,35
bmw,x2,20000,29880,10-2021,b,d,bmw,35
bmw,x1,199000,7900,09-2013,d,i,bmw,35
bmw,316,112104,19900,02-2021,3,i,bmw,35
bmw,218,23806,31890,01-2025,b,i,bmw,35
bmw,z4,181260,16800,11-2013,b,i,bmw,35
bmw,135,83270,26890,11-2020,b,i,bmw,35
bmw,420,60573,33390,07-2022,d,d,bmw,35
bmw,550,84750,44989,06-2020,d,d,bmw,35
bmw,316,84477,22900,07-2021,d,b,bmw,35
bmw,114,153605,9450,05-2014,d,a,bmw,35
bmw,i4,44900,35400,10-2022,e,d,bmw,35
bmw,118,61042,23900,03-2020,b,nl,bmw,35
bmw,530,66400,27950,03-2020,d,d,bmw,35
bmw,220,57000,17900,04-2019,d,i,bmw,35
bmw,120,188500,10450,06-2016,b,d,bmw,36
bmw,x6 m,45,148800,new,b,d,bmw,36
bmw,116,42135,21990,09-2020,d,b,bmw,36
bmw,218,39800,24799,03-2024,b,d,bmw,36
bmw,530,142388,26950,02-2021,2,b,bmw,36
bmw,x1,127427,18950,05-2018,b,nl,bmw,36
bmw,320,169500,13888,07-2016,b,d,bmw,36
bmw,318,108000,24900,10-2021,b,b,bmw,36
bmw,530,47000,24990,06-2018,2,d,bmw,36
bmw,318,97000,25700,07-2022,3,i,bmw,36
bmw,218,136396,12999,08-2019,d,b,bmw,36
bmw,m2,61630,55850,12-2019,b,a,bmw,36
bmw,x1,94726,22990,05-2021,d,b,bmw,36
bmw,128,65531,26949,11-2021,b,d,bmw,36
bmw,116,70277,22500,10-2022,d,i,bmw,36
bmw,x3,251196,16990,12-2018,d,d,bmw,36
bmw,x2,30888,25900,03-2022,b,i,bmw,36
bmw,330,106903,24990,08-2021,2,nl,bmw,36
bmw,218,47658,23490,11-2021,b,d,bmw,36
bmw,520,157000,15900,03-2017,d,i,bmw,36
bmw,520,282043,10000,01-2013,d,b,bmw,37
bmw,550,125409,18550,05-2010,b,d,bmw,37
bmw,x7,48163,84800,03-2024,d,b,bmw,37
bmw,x3,137035,20400,03-2012,d,d,bmw,37
bmw,m4,86000,43900,03-2019,b,i,bmw,37
bmw,318,74462,23690,08-2021,b,b,bmw,37
bmw,x3,34078,39999,05-2022,2,d,bmw,37
bmw,x3,192000,13499,06-2013,d,a,bmw,37
bmw,x2,58500,22900,07-2022,2,i,bmw,37
bmw,118,129863,16900,07-2018,b,nl,bmw,37
bmw,330,72468,25999,06-2022,2,d,bmw,37
bmw,x1,78099,20655,04-2018,b,d,bmw,37
bmw,420,14000,38990,09-2021,b,b,bmw,37
bmw,320,158187,9950,03-2012,b,nl,bmw,37
bmw,420,25600,33980,12-2022,b,d,bmw,37
bmw,120,4400,29690,06-2025,b,d,bmw,37
bmw,x3 m,94436,58999,11-2022,b,d,bmw,37
bmw,x1,36990,25780,12-2020,d,d,bmw,37
bmw,118,115621,18800,05-2019,d,i,bmw,37
bmw,x1,174800,19950,05-2021,2,nl,bmw,37
bmw,x3,157000,8990,01-2009,d,d,bmw,38
bmw,116,283117,3500,09-2009,b,nl,bmw,38
bmw,x1,46000,25900,08-2021,2,i,bmw,38
bmw,active hybrid 5,165989,14500,04-2013,2,nl,bmw,38
bmw,i3,15959,20495,09-2022,e,d,bmw,38
bmw,318,98449,23200,03-2022,d,d,bmw,38
bmw,116,78000,19900,06-2021,d,i,bmw,38
bmw,118,77000,13590,01-2016,b,d,bmw,38
bmw,120,30760,29990,11-2024,b,b,bmw,38
bmw,x2,115800,20500,08-2018,d,i,bmw,38
bmw,ix3,97734,31890,12-2022,e,d,bmw,38
bmw,116,93144,22990,11-2020,d,b,bmw,38
bmw,x1,31160,26999,05-2022,b,d,bmw,38
bmw,320,182700,16950,01-2018,d,d,bmw,38
bmw,x1,150000,14990,06-2014,d,d,bmw,38
bmw,520,106262,24912,02-2022,2,d,bmw,38
bmw,x4 m,88700,39950,06-2019,b,d,bmw,38
bmw,x6 m,9901,117450,10-2024,b,d,bmw,38
bmw,520,25141,41812,01-2025,b,d,bmw,38
bmw,418,100000,18900,04-2016,d,b,bmw,38
bmw,318,164507,11450,08-2015,d,b,bmw,39
bmw,118,62000,12500,04-2012,d,b,bmw,39
bmw,430,148420,22990,05-2017,d,a,bmw,39
bmw,z3,231444,5950,04-1999,b,b,bmw,39
bmw,x2,59978,28990,05-2023,2,d,bmw,39
bmw,318,179800,18900,03-2022,d,b,bmw,39
bmw,x2,99456,19900,07-2019,d,d,bmw,39
bmw,320,15128,46900,02-2025,3,i,bmw,39
bmw,x6,200047,24990,10-2016,d,d,bmw,39
bmw,730,145383,23750,01-2015,d,b,bmw,39
bmw,220,45072,24880,04-2019,b,d,bmw,39
bmw,550,266000,17500,08-2013,d,a,bmw,39
bmw,x1,110000,19990,11-2020,d,b,bmw,39
bmw,520,176377,18995,12-2017,d,nl,bmw,39
bmw,325,63299,13792,07-2010,b,d,bmw,39
bmw,640,136123,28990,04-2018,b,d,bmw,39
bmw,i4,0,43552,new,e,d,bmw,39
bmw,420,26100,33980,12-2022,b,d,bmw,39
bmw,330,18415,25900,03-2018,2,d,bmw,39
bmw,x3,14000,56400,05-2025,3,i,bmw,39
bmw,316,189750,7990,05-2014,d,d,bmw,40
bmw,ix1,0,49690,new,e,d,bmw,40
bmw,x1,72000,26490,01-2022,2,b,bmw,40
bmw,325,244865,2995,09-2005,b,nl,bmw,40
bmw,120,20428,27900,11-2024,b,b,bmw,40
bmw,335,283508,13900,10-2016,d,nl,bmw,40
bmw,216,228000,8950,08-2017,d,i,bmw,40
bmw,214,142000,9900,06-2016,d,i,bmw,40
bmw,420,144000,17900,06-2014,d,i,bmw,40
bmw,528,93105,21945,09-2015,b,nl,bmw,40
bmw,118,81675,19450,07-2023,b,d,bmw,40
bmw,320,157000,19800,07-2020,3,i,bmw,40
bmw,525,215000,11999,11-2014,d,d,bmw,40
bmw,m5,5386,139450,01-2025,2,d,bmw,40
bmw,116,112000,17499,08-2021,d,b,bmw,40
bmw,x1,107200,9990,12-2011,d,d,bmw,40
bmw,x1,104547,19999,08-2020,b,b,bmw,40
bmw,330,177908,12885,06-2011,b,nl,bmw,40
bmw,216,143900,9900,02-2017,d,d,bmw,40
bmw,x1,140557,8980,06-2010,d,b,bmw,40
bmw,418,192697,13490,04-2017,d,b,bmw,41
bmw,750,78000,24990,09-2009,b,d,bmw,41
bmw,120,14083,29990,08-2024,b,b,bmw,41
bmw,118,40585,24945,01-2020,b,nl,bmw,41
bmw,118,12430,22900,06-2024,b,b,bmw,41
bmw,530,112136,26599,01-2018,2,b,bmw,41
bmw,320,80000,25950,06-2021,2,b,bmw,41
bmw,116,123000,13900,12-2019,b,i,bmw,41
bmw,320,163500,15000,07-2018,d,i,bmw,41
bmw,220,0,49890,new,d,d,bmw,41
bmw,x3,54333,44499,05-2022,d,d,bmw,41
bmw,218,60000,27950,10-2022,b,b,bmw,41
bmw,520,21893,32490,09-2021,b,b,bmw,41
bmw,320,87403,24512,06-2021,d,d,bmw,41
bmw,140,50000,47900,01-2018,b,i,bmw,41
bmw,220,89980,17800,10-2016,b,b,bmw,41
bmw,420,51298,36980,10-2022,d,d,bmw,41
bmw,225,41200,17490,05-2019,2,d,bmw,41
bmw,316,118000,13900,01-2015,b,b,bmw,41
bmw,218,122000,24990,02-2021,d,i,bmw,41
bmw,x1,222160,7689,06-2016,b,d,bmw,42
bmw,x1,15200,31380,03-2022,b,d,bmw,42
bmw,m8,5800,131850,09-2024,b,d,bmw,42
bmw,i3,83988,9450,10-2014,e,nl,bmw,42
bmw,320,25300,35490,11-2024,b,d,bmw,42
bmw,118,129328,16990,02-2018,d,d,bmw,42
bmw,118,110565,17450,09-2018,b,nl,bmw,42
bmw,320,26300,40999,01-2024,d,d,bmw,42
bmw,x6,175000,25900,03-2016,d,i,bmw,42
bmw,x1,129541,18990,07-2018,d,a,bmw,42
bmw,750,194775,17490,03-2014,d,d,bmw,42
bmw,x4,82931,33790,05-2020,d,b,bmw,42
bmw,118,79438,22995,06-2021,b,b,bmw,42
bmw,318,87845,16999,10-2018,b,b,bmw,42
bmw,216,107890,14990,08-2019,d,i,bmw,42
bmw,435,142311,22490,11-2014,d,d,bmw,42
bmw,x3,208038,12880,03-2012,b,nl,bmw,42
bmw,420,153900,19950,11-2017,d,d,bmw,42
bmw,x2,14861,29900,10-2023,2,i,bmw,42
bmw,x3,161350,22999,09-2016,d,d,bmw,42
bmw,x1,45900,18900,05-2022,d,i,bmw,43
bmw,540,103420,28812,06-2017,b,d,bmw,43
bmw,x5,29000,70800,01-2023,2,b,bmw,43
bmw,340,141849,28945,07-2015,b,nl,bmw,43
bmw,320,39711,26890,11-2022,2,d,bmw,43
bmw,m5,16472,130000,12-2014,b,i,bmw,43
bmw,x3,71000,16900,04-2015,d,i,bmw,43
bmw,118,17930,31800,05-2024,d,i,bmw,43
bmw,118,87200,17900,06-2019,d,i,bmw,43
bmw,530,61530,28999,08-2022,2,d,bmw,43
bmw,ix3,46630,34990,09-2021,e,b,bmw,43
bmw,420,90749,38500,11-2022,d,i,bmw,43
bmw,x1,114000,17900,04-2016,d,i,bmw,43
bmw,216,104877,16990,05-2021,b,b,bmw,43
bmw,x5,154150,26900,12-2016,2,nl,bmw,43
bmw,525,231000,9900,07-2010,d,i,bmw,43
bmw,318,289000,1999,12-2004,b,d,bmw,43
bmw,118,23760,31990,11-2024,d,i,bmw,43
bmw,x3,150000,16400,09-2014,d,d,bmw,43
bmw,318,21785,29990,01-2022,b,b,bmw,43
bmw,525,277000,7490,10-2008,d,d,bmw,44
bmw,520,46744,35999,07-2022,d,d,bmw,44
bmw,x1,67700,24930,12-2021,d,d,bmw,44
bmw,116,33407,18950,06-2021,b,b,bmw,44
bmw,m5,110404,53900,08-2019,b,b,bmw,44
bmw,x1,5272,36890,10-2024,d,b,bmw,44
bmw,318,125100,22490,02-2022,d,a,bmw,44
bmw,320,92830,24990,05-2019,b,d,bmw,44
bmw,x1,48737,22601,04-2019,b,d,bmw,44
bmw,420,101505,19970,09-2018,d,d,bmw,44
bmw,x4,84689,29900,01-2019,b,b,bmw,44
bmw,x1,68450,25749,02-2022,2,d,bmw,44
bmw,x1,36309,34995,03-2022,d,d,bmw,44
bmw,318,223205,9940,11-2012,b,nl,bmw,44
bmw,520,72744,28990,02-2022,d,d,bmw,44
bmw,z3,36271,9990,09-1998,b,d,bmw,44
bmw,114,105000,10500,02-2015,b,b,bmw,44
bmw,330,88450,26749,12-2020,2,d,bmw,44
bmw,520,69876,36980,04-2021,d,d,bmw,44
bmw,216,74000,13999,08-2020,d,b,bmw,44
bmw,320,175292,11980,09-2014,d,d,bmw,45
bmw,140,143783,28995,07-2017,b,nl,bmw,45
bmw,218,10800,31040,07-2024,b,d,bmw,45
bmw,620,116616,24900,10-2019,d,b,bmw,45
bmw,x4,95990,34990,09-2021,d,b,bmw,45
bmw,x5 m,125300,44890,07-2019,d,d,bmw,45
bmw,320,144000,24990,02-2022,d,a,bmw,45
bmw,x3,150000,13490,10-2011,d,a,bmw,45
bmw,320,77663,28400,07-2021,2,b,bmw,45
bmw,m5,1000,134232,12-2025,2,d,bmw,45
bmw,420,76562,32950,02-2023,d,d,bmw,45
bmw,x3,64400,39750,12-2022,d,d,bmw,45
bmw,x3,15000,54900,03-2025,2,i,bmw,45
bmw,420,31654,37000,11-2022,b,i,bmw,45
bmw,x1,22728,27430,11-2020,d,d,bmw,45
bmw,330,7521,39840,02-2025,b,d,bmw,45
bmw,x3,69400,33499,12-2022,2,d,bmw,45
bmw,218,9998,28800,04-2024,b,b,bmw,45
bmw,x2,84784,23400,02-2020,d,i,bmw,45
bmw,330,71217,29740,11-2019,2,nl,bmw,45
bmw,116,189950,7500,03-2014,d,a,bmw,46
bmw,x4 m,83589,39450,08-2019,b,d,bmw,46
bmw,x2,23000,25500,11-2021,b,d,bmw,46
bmw,218,28900,34900,02-2024,b,d,bmw,46
bmw,530,94151,38999,11-2022,d,d,bmw,46
bmw,118,18995,33500,02-2025,d,i,bmw,46
bmw,218,172484,12950,05-2017,b,nl,bmw,46
bmw,118,50800,19390,11-2022,b,d,bmw,46
bmw,320,67000,33900,09-2020,d,i,bmw,46
bmw,216,90848,16990,01-2022,d,b,bmw,46
bmw,330,111945,24990,03-2018,2,d,bmw,46
bmw,m8,52281,93999,09-2022,b,d,bmw,46
bmw,525,63817,25880,09-2016,d,d,bmw,46
bmw,x2,90000,21500,06-2019,b,i,bmw,46
bmw,218,23583,23999,07-2023,b,d,bmw,46
bmw,225,21902,19848,11-2021,2,d,bmw,46
bmw,x3,88729,33950,04-2023,b,d,bmw,46
bmw,520,176450,12950,06-2015,d,nl,bmw,46
bmw,z4,80000,17890,02-2014,b,d,bmw,46
bmw,318,36757,28990,07-2022,b,b,bmw,46
bmw,x2,113268,16900,11-2018,d,i,bmw,47
bmw,x4,93936,34999,06-2020,d,b,bmw,47
bmw,116,187425,8495,08-2014,d,b,bmw,47
bmw,x3,99059,32870,07-2022,2,d,bmw,47
bmw,340,167464,28740,03-2017,b,nl,bmw,47
bmw,316,49366,25495,03-2021,d,b,bmw,47
bmw,118,223674,10490,11-2017,d,a,bmw,47
bmw,218,55640,24900,01-2023,b,d,bmw,47
bmw,116,133700,20900,08-2021,d,i,bmw,47
bmw,218,35358,25990,01-2022,b,b,bmw,47
bmw,118,29950,21890,09-2023,b,d,bmw,47
bmw,420,90510,22600,06-2016,b,d,bmw,47
bmw,520,79700,27900,11-2020,d,d,bmw,47
bmw,340,13412,53880,10-2023,b,d,bmw,47
bmw,320,98000,24980,02-2023,d,d,bmw,47
bmw,m4,26263,94950,03-2021,b,nl,bmw,47
bmw,m4,61000,57950,04-2019,b,b,bmw,47
bmw,418,98557,19990,09-2020,b,b,bmw,47
bmw,x1,34964,14799,02-2015,b,b,bmw,47
bmw,ix,3513,102450,05-2025,e,d,bmw,47
bmw,550,151921,9800,06-2010,b,d,bmw,48
bmw,x5,143000,28990,06-2017,d,d,bmw,48
bmw,118,84000,15990,09-2018,b,b,bmw,48
bmw,320,67300,24890,03-2022,d,d,bmw,48
bmw,335,213100,12900,06-2007,b,b,bmw,48
bmw,120,71274,22430,12-2021,b,d,bmw,48
bmw,520,236313,5999,04-2010,b,nl,bmw,48
bmw,420,189000,12990,05-2015,d,i,bmw,48
bmw,320,37200,26690,07-2022,2,d,bmw,48
bmw,m4,93593,43812,08-2022,d,d,bmw,48
bmw,320,104000,29950,07-2020,d,d,bmw,48
bmw,318,31300,24490,12-2020,b,d,bmw,48
bmw,320,50000,36890,04-2023,d,d,bmw,48
bmw,114,74000,18900,05-2019,d,i,bmw,48
bmw,540,14302,72950,04-2025,d,b,bmw,48
bmw,x1,25331,26750,10-2021,2,nl,bmw,48
bmw,320,78021,27499,02-2022,d,d,bmw,48
bmw,ix2,15810,43900,02-2024,e,b,bmw,48
bmw,x3,105217,29690,05-2021,d,a,bmw,48
bmw,218,69407,27990,06-2022,d,i,bmw,48
bmw,m550,319500,24970,04-2018,d,d,bmw,49
bmw,530,46750,49749,04-2023,d,d,bmw,49
bmw,x1,54853,28450,07-2022,d,d,bmw,49
bmw,140,107543,34740,03-2017,b,nl,bmw,49
bmw,m3,6084,80790,03-2025,b,d,bmw,49
bmw,x3,121950,19950,03-2016,d,d,bmw,49
bmw,330,138896,25500,11-2020,2,i,bmw,49
bmw,m2,56663,50900,02-2019,b,b,bmw,49
bmw,420,2990,47990,11-2025,d,d,bmw,49
bmw,x1,10147,39890,04-2025,b,d,bmw,49
bmw,318,82318,13970,06-2014,d,d,bmw,49
bmw,530,99446,39875,07-2022,2,nl,bmw,49
bmw,435,208210,24950,07-2014,b,nl,bmw,49
bmw,840,49775,60999,02-2022,d,d,bmw,49
bmw,m3,96777,67995,03-2022,b,b,bmw,49
bmw,m4,66,134450,03-2025,b,d,bmw,49
bmw,x3,87816,32480,09-2021,d,d,bmw,49
bmw,318,39000,34000,07-2022,3,i,bmw,49
bmw,x5,111000,29900,05-2018,2,i,bmw,49
bmw,340,98573,36980,04-2021,b,d,bmw,49
bmw,320,183524,12790,01-2017,d,a,bmw,50
bmw,116,117427,11070,10-2014,b,d,bmw,50
bmw,x1,47252,35995,08-2023,b,b,bmw,50
bmw,m3,107564,42900,04-2012,b,d,bmw,50
bmw,x1,59727,20800,04-2022,2,i,bmw,50
bmw,x2,63971,22430,11-2022,b,d,bmw,50
bmw,x2,137658,24999,11-2021,b,nl,bmw,50
bmw,320,76266,26999,10-2020,d,d,bmw,50
bmw,330,7858,37980,12-2024,b,d,bmw,50
bmw,230,51977,36891,10-2022,b,d,bmw,50
bmw,218,24880,24300,06-2023,b,d,bmw,50
bmw,530,78600,28750,11-2019,2,d,bmw,50
bmw,320,146721,9950,05-2009,b,nl,bmw,50
bmw,x1,29282,40000,01-2025,3,i,bmw,50
bmw,330,12896,38980,12-2024,b,d,bmw,50
bmw,745,123500,49950,01-2022,2,b,bmw,50
bmw,x3,53863,31900,12-2020,3,i,bmw,50
bmw,320,83108,20990,04-2018,d,d,bmw,50
bmw,330,93103,26990,03-2019,b,d,bmw,50
bmw,320,65494,24900,08-2018,b,nl,bmw,50
bmw,x1,149000,17900,10-2021,d,i,bmw,51
bmw,330,77867,27990,10-2021,2,b,bmw,51
bmw,x3,73443,27400,01-2021,3,i,bmw,51
bmw,120,14100,27450,01-2025,b,d,bmw,51
bmw,x6,235000,14900,04-2009,d,i,bmw,51
bmw,430,41904,37890,02-2022,b,d,bmw,51
bmw,730,283393,6950,10-2005,b,nl,bmw,51
bmw,530,109920,28800,04-2018,d,i,bmw,51
bmw,m5,128174,34740,04-2012,b,nl,bmw,51
bmw,530,157000,23990,06-2018,d,d,bmw,51
bmw,218,152090,19500,09-2022,d,i,bmw,51
bmw,x1,41854,27900,11-2021,d,i,bmw,51
bmw,x3,73000,29950,12-2021,d,b,bmw,51
bmw,x1,23800,39999,10-2023,b,d,bmw,51
bmw,225,133801,13200,07-2015,b,i,bmw,51
bmw,x1,85000,19999,01-2020,d,b,bmw,51
bmw,216,39300,21999,07-2023,b,d,bmw,51
bmw,440,107151,32900,07-2019,b,d,bmw,51
